item_id,date,p10,p50,p90
hongkong,2021-01-31T00:00:00Z,17.553268154434313,61.92458329501465,98.03199342542612
hongkong,2021-02-01T00:00:00Z,23.27271119261247,58.3863504995329,91.51374161656346
hongkong,2021-02-02T00:00:00Z,19.982217323117915,59.88766304894169,87.29719005835865
hongkong,2021-02-03T00:00:00Z,25.274536570084287,59.42683562989531,94.29035266690221
hongkong,2021-02-04T00:00:00Z,15.256974887456614,56.44738550795027,94.10493486525462
hongkong,2021-02-05T00:00:00Z,27.388821656016976,61.92876622340738,94.47441896893676
hongkong,2021-02-06T00:00:00Z,23.424860892683263,54.17751480900537,102.72202752959376
hongkong,2021-02-07T00:00:00Z,32.74120554115032,67.02313327348709,96.400021089852
hongkong,2021-02-08T00:00:00Z,14.233560284040529,58.70900186395908,99.323616198282
hongkong,2021-02-09T00:00:00Z,24.916014018837117,57.875850444013494,95.64617654011437
hongkong,2021-02-10T00:00:00Z,24.101463159168404,55.60247244552468,90.60347008733095
hongkong,2021-02-11T00:00:00Z,22.8731975826349,59.3293611406818,103.34849638824622
hongkong,2021-02-12T00:00:00Z,21.651652747785292,51.23666793918613,90.26945783151388
hongkong,2021-02-13T00:00:00Z,21.015508560234736,58.02722902078973,94.48315763146596
hongkong,2021-02-14T00:00:00Z,31.884391349905105,59.99478554618331,89.86380583134705
hongkong,2021-02-15T00:00:00Z,21.984782558472332,59.12506159631071,96.65623812532692
hongkong,2021-02-16T00:00:00Z,15.191670358456385,51.721296252926976,104.893422956732
hongkong,2021-02-17T00:00:00Z,28.17599939041351,55.592007107377675,99.82739374292098
hongkong,2021-02-18T00:00:00Z,25.527912936788425,64.73524200724812,104.72668714506565
hongkong,2021-02-19T00:00:00Z,26.194375085301857,58.302042506899774,101.14375941135481
hongkong,2021-02-20T00:00:00Z,24.67892709808183,61.914761531536456,98.08203744422983
hongkong,2021-02-21T00:00:00Z,23.713227480737032,58.878558220737375,95.72842268347912
hongkong,2021-02-22T00:00:00Z,24.03522115488194,65.25374240416488,94.69473602674054
hongkong,2021-02-23T00:00:00Z,18.770516534607665,59.79075633304913,97.1062692852991
hongkong,2021-02-24T00:00:00Z,31.02700340306867,69.15969214425498,101.09241684373653
hongkong,2021-02-25T00:00:00Z,22.386920242174106,64.7861385890812,91.63121620171412
hongkong,2021-02-26T00:00:00Z,19.290033210702205,60.80628179299258,94.84224915636673
hongkong,2021-02-27T00:00:00Z,16.63917407320139,63.43294545510357,95.52920314658556
hongkong,2021-02-28T00:00:00Z,23.37668983655481,60.565009431176804,110.18327812299707
hongkong,2021-03-01T00:00:00Z,30.606707623574877,63.97549173405572,97.02800151709856
